Regional,Ano,Mês,Data,Ocorrência,Solicitação,Endereço,Bairro,Localidade,mE,mN,Grau de Risco,Data da Ação,Tipo da Ação,Observação
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 133",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 46",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Julho,2/7/2014,Imóveis Alagados,Monitoramento Alagado,Rua Ecoporanga E Adjacências,Ibura,,,,R1,2/7/2014,,
Planície,2014,Julho,13/7/2014,Alagamentos,Vistoria em Imóveis,"Rua Abdias Cabral de Moura, 239",Ipsep,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,13/7/2014,Alagamentos,Vistoria em Imóveis,"Rua Abdias Cabral de Moura, 247",Ipsep,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,13/7/2014,Alagamentos,Vistoria em Imóveis,"Rua Abdias Cabral de Moura, 239 A",Ipsep,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,13/7/2014,Alagamentos,Monitoramento Alagado,Canal de Guarulhos,Jd. São Paulo,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,13/7/2014,Alagamentos,Monitoramento Alagado,Comunidade Sapo Nú,Curado,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,13/7/2014,Alagamentos,Monitoramento Alagado,Rua Ecoporanga,Ibura,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,13/7/2014,Alagamentos,Monitoramento Alagado,Rua Rio Morno,Linha do Tiro,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,13/7/2014,Alagamentos,Monitoramento Alagado,Rua Nádia,Campina do Barreto,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,13/7/2014,Alagamentos,Monitoramento Alagado,Av. Dois Rios,Ibura,,,,R1,13/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,14/7/2014,Alagamentos,Monitoramento Alagado,Av. Recife,Areias,,,,R1,14/7/2014,Análise Visual Estrutural,
Planície,2014,Julho,14/7/2014,Alagamentos,Monitoramento Alagado,Canal de Guarulhos,Jd. São Paulo,,,,R1,14/7/2014,Análise Visual Estrutural,
Planície,2014,Agosto,20/8/2014,Imóveis Alagados,Monitoramento Alagado,"Estrada dos Macacos, 200",Guabiraba,,,,R1,20/8/2014,Mapeamento de Área de Risco,
Planície,2014,Agosto,20/8/2014,Imóveis Alagados,Monitoramento Alagado,"Estrada dos Macacos, 36",Guabiraba,,,,R1,20/8/2014,Mapeamento de Área de Risco,
Planície,2014,Agosto,20/8/2014,Imóveis Alagados,Monitoramento Alagado,"Estrada dos Macacos, 14 B",Guabiraba,,,,R1,20/8/2014,Mapeamento de Área de Risco,
Planície,2014,Agosto,20/8/2014,Imóveis Alagados,Monitoramento Alagado,Rua 1 Loteamento Jardim El Dourado,Guabiraba,,,,R1,20/8/2014,Mapeamento de Área de Risco,
Planície,2014,Agosto,20/8/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Gilberto Vidigal, 46",Guabiraba,,,,R1,20/8/2014,Mapeamento de Área de Risco,
Planície,2014,Setembro,8/9/2014,Alagamentos,Vistoria Setor Alagado,"Rua Melanio de Barros Correia,",Porto da Madeira,,,,R1,8/9/2014,Análise Visual Estrutural,
Planície,2014,Setembro,8/9/2014,Alagamentos,Vistoria Setor Alagado,"Rua dos Milagres, 253",Ibura de Baixo,,,,R1,8/9/2014,,
Planície,2014,Setembro,8/9/2014,Alagamentos,Vistoria Setor Alagado,"Rua Jubiatá, 244",Areias,,,,R1,8/9/2014,,
Planície,2014,Setembro,8/9/2014,Alagamentos,Vistoria Setor Alagado,"Rua Ponte Preta, 22",Ibura de Baixo,,,,R1,8/9/2014,,
Planície,2014,Setembro,8/9/2014,Alagamentos,Monitoramento Alagado,Rua Rio Morno,Linha do Tiro,,,,R1,8/9/2014,Mapeamento de Área de Risco,
Planície,2014,Setembro,8/9/2014,Alagamentos,Monitoramento Alagado,Vila Miguel Arraes,Porto da Madeira,,,,R1,8/9/2014,Mapeamento de Área de Risco,
Planície,2014,Setembro,8/9/2014,Alagamentos,Monitoramento Alagado,Rua dos Craveiros,Campina do Barreto,,,,R1,8/9/2014,Mapeamento de Área de Risco,
Planície,2014,Setembro,8/9/2014,Alagamentos,Monitoramento Alagado,Rua Alice Tibiriça,Campina do Barreto,,,,R1,8/9/2014,Mapeamento de Área de Risco,
Planície,2014,Setembro,8/9/2014,Alagamentos,Monitoramento Alagado,Rua Nádia,Campina do Barreto,,,,R1,8/9/2014,Mapeamento de Área de Risco,
Planície,2014,Setembro,8/9/2014,Alagamentos,Monitoramento Alagado,Rua Maria Cristina Tasso de Souza,Campina do Barreto,,,,R1,8/9/2014,Mapeamento de Área de Risco,
Planície,2014,Setembro,8/9/2014,Alagamentos,Monitoramento Alagado,"Av. Guarulhos,",Jd. São Paulo,,,,R1,8/9/2014,Mapeamento de Área de Risco,
Planície,2014,Setembro,9/9/2014,Alagamentos,Monitoramento Alagado,"Rua Cantora Clara Nunes, 35",Torre,,,,R1,9/9/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,21/10/2014,Imóveis Alagados,Monitoramento Alagado,Rua Fernando Tomaz da Silva,Ibura de Baixo,,,,,21/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,21/10/2014,Imóveis Alagados,Monitoramento Alagado,Rua Beneval,Ibura de Baixo,,,,,21/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,21/10/2014,Imóveis Alagados,Monitoramento Alagado,Rua Rio Espera,Ibura de Baixo,,,,,21/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,21/10/2014,Imóveis Alagados,Monitoramento Alagado,Rua Rio Claro,Ibura de Baixo,,,,,21/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,21/10/2014,Imóveis Alagados,Monitoramento Alagado,Rua Chuy,Ibura de Baixo,,,,,21/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,Rua Rio Pajeú,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,Rua Rio Oeste,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,Rua Alvorada Sul,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,Rua Rio Negro,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,Rua Rio Jiquiá,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,Rua Rio Madeira,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,2a Travessa da Rua Brigadeiro,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,1a Travessa da Rua Brigadeiro,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2014,Outubro,23/10/2014,Imóveis Alagados,Vistoria Setor Alagado,Av. Vicente Rabelo,Ibura de Baixo,,,,,23/10/2014,Mapeamento de Área de Risco,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 01",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 02",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 03",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 03",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 04",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 04",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 08 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 09 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 11 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 12",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 19",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 20",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 20 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 21 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 21 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 22",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 24",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 25 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 25 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 26",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 26 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 26 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 27",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 28",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 29",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 30",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 30 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 30 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 31",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 32",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 32 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 33",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 35",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 37",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 40",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 40 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 42",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 44 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 45 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 45 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 46",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 47",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 49",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 50",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 52",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 52",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 54",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 55",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 56",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 56",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 56",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 56",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 56 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 56 D",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 57",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 57 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 57 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 58",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 58",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 59 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 6",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 60",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 60",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 61",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 62",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 63 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 65",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 65",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 67 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 68 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 8",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 8 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 9 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, 9 B",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, Ao Lado da 57",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani, S/N",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani,23 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"1a Travessa da Rua Guarani,57",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"2a Travessa da Rua Guarani, 23",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"2a Travessa da Rua Guarani, 30",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"2a Travessa da Rua Guarani, 34",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 100",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 100",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 100 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 101",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 140",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 161",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 61",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 73",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 74",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 75",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 76",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 77",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 77",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
Planície,2015,Março,6/3/2015,Imóveis Alagados,Vistoria Setor Alagado,"3a Travessa da Rua Guarani, 78 A",Linha do Tiro,Localidade Não Cadastrada,,,,6/3/2015,Análise Visual Estrutural,
